timestamp,marigold_seed,rosemary_seed,nasturtium_seed,woad_seed,limpwurt_seed,redberry_seed,cadavaberry_seed,dwellberry_seed,jangerberry_seed,whiteberry_seed,poison_ivy_seed,cactus_seed,belladonna_seed,mushroom_spore,apple_tree_seed,banana_tree_seed,orange_tree_seed,curry_tree_seed,pineapple_seed,papaya_tree_seed,palm_tree_seed,calquat_tree_seed,guam_seed,marrentill_seed,tarromin_seed,harralander_seed,ranarr_seed,toadflax_seed,irit_seed,avantoe_seed,kwuarm_seed,snapdragon_seed,cadantine_seed,lantadyme_seed,dwarf_weed_seed,torstol_seed,barley_seed,jute_seed,hammerstone_seed,asgarnian_seed,yanillian_seed,krandorian_seed,wildblood_seed,acorn,willow_seed,maple_seed,yew_seed,magic_seed,potato_seed,onion_seed,sweetcorn_seed,watermelon_seed,tomato_seed,strawberry_seed,cabbage_seed
1620763200,61,210,424,186,874,297,276,290,25,612,63,317,34,420,342,617,10,183,200,278,14,100,609,21,98,10,2308,702,16,231,101,400,422,58,61,254,66635,21299,28730,6697,5257,5661,2061,461,769,43,118,42,8901,3573,3522,1648,2026,469,21659
1620849600,41,280,87,91,1721,557,455,468,198,357,30,327,71,85,476,211,439,143,65,162,25,80,671,1038,1271,1034,2090,654,333,348,150,840,112,488,156,484,56916,26896,39726,7440,7155,2831,533,1162,434,31,35,10,2988,2596,3131,3784,30,8271,3292
1620936000,2022,61,587,367,2172,1546,27,757,2,187,6,305,26,19,85,151,0,39,86,3,204,153,1436,178,15,112,3765,1440,40,444,20,1415,68,193,184,657,74313,24193,30859,13392,1170,2109,2361,681,253,32,124,4,6979,3824,7895,2563,4227,12567,5675
1621022400,181,10140,37,12,87,433,0,200,0,159,15,40,128,276,195,712,225,51,20,8,40,45,15,154,0,654,1735,41,61,467,12,1606,411,16,23,983,45324,19292,4700,1604,10926,2391,210,90,920,211,160,5,2434,3254,618,2283,389,1610,1600
1621108800,974,553,220,943,4338,638,460,11,44,817,31,110,39,115,36,129,8,109,207,0,17,26,476,408,103,439,1443,1818,704,384,352,2066,545,946,332,713,59068,20659,11095,4222,621,1107,2742,307,210,9,211,48,14097,8432,966,5858,1832,1256,1565
1621195200,149,897,18,0,2556,111,1,1,22,18,105,924,76,201,38,483,146,248,116,44,116,266,53,100,220,81,1209,1272,68,313,45,888,270,54,435,492,7759,10193,14934,2733,20276,192,3058,263,56,76,68,62,2476,2098,1368,2304,224,1688,709
1621281600,149,897,18,0,2556,111,1,1,22,18,105,924,76,201,38,483,146,248,116,44,116,266,53,100,220,81,1209,1272,68,313,45,888,270,54,435,492,7759,10193,14934,2733,20276,192,3058,263,56,76,68,62,2476,2098,1368,2304,224,1688,709
1621368000,309,655,446,28,1480,108,20,99,35,17,207,603,117,314,53,544,17,152,33,239,125,7,617,5,1106,254,4024,884,209,592,550,951,814,261,395,424,45184,17326,22372,9408,4605,2108,3689,22,231,47,45,15,4833,4330,632,4017,1423,664,2141
1621454400,2545,649,1024,191,264,1174,0,12,122,162,21,71,33,13,134,15,12,0,5,138,48,201,30,192,345,0,2352,420,84,206,461,1413,164,81,943,337,29740,5155,7229,4040,308,21,13295,367,438,20,69,11,6235,4384,1978,3001,177,1764,8588
1621540800,180,1193,360,0,1690,162,38,30,137,20,54,202,103,1,62,98,33,29,109,12,12,0,420,256,435,81,1778,1405,840,831,225,1206,101,96,813,435,21793,13738,9174,6660,2391,2285,4884,144,73,124,351,233,7098,5959,1847,7130,1248,2288,3377
1621627200,46,83,0,0,744,10,0,9,39,33,73,371,73,122,295,1,331,119,16,202,51,0,616,26,3,539,469,1564,31,390,20,590,417,341,28,293,75483,21044,21448,14333,156,156,11400,852,165,37,98,108,2033,4903,1287,3036,1043,2365,880
1621713600,34,160,0,0,3096,14,0,100,208,301,15,242,134,57,31,15,19,33,191,102,34,0,2316,729,130,100,2077,1536,2,443,24,1141,437,24,667,306,53946,9225,19308,3009,4775,0,94,36,61,165,26,211,5847,3100,1836,1572,311,612,758
1621800000,301,3794,3325,0,4640,19,33,14,135,121,1275,436,18,38,1372,1016,838,714,252,223,27,7,47,1960,56,33,2026,2492,1050,408,5,352,204,109,33,318,53212,17919,11994,7418,4598,8,2725,187,45,103,445,183,4334,2668,6354,2364,366,1674,3994
1621886400,220,240,213,0,753,1260,903,692,0,60,256,550,366,14,78,226,106,277,501,128,240,2,1471,198,78,51,3097,2936,98,3254,241,1000,305,4,219,790,58766,21417,21536,11116,1016,0,3150,1095,493,29,37,85,3389,2705,1113,3793,216,783,2001
1621972800,142,72,47,14,415,2465,44,55,202,67,587,327,254,33,43,146,180,1,20,101,315,166,252,0,405,27,2209,1836,1121,385,101,1686,329,3,239,841,40309,25716,24758,4210,230,30,57,175,149,54,68,30,3751,1942,125,2638,635,1981,49
1622059200,404,233,198,0,561,1204,0,14,0,15,16,9,136,183,16,21,69,149,463,10,11,1,315,20,117,151,1913,1373,176,2084,200,1085,44,187,831,93,53812,5255,5408,12154,1566,2600,228,318,401,165,12,119,898,456,1042,1298,384,777,621
1622145600,3657,379,573,100,805,0,0,7,1346,601,28,627,160,70,20,211,125,1,406,21,27,6,2520,270,300,560,3058,1865,779,80,134,1943,77,21,73,162,47778,7586,7109,10429,1933,1981,4554,358,251,50,20,9,5230,3572,2230,1676,1152,1064,1463
1622232000,752,990,899,106,1241,229,68,127,1,57,77,9,471,212,200,6,0,21,110,8,39,6,1302,0,176,407,2038,330,172,679,129,1012,445,340,144,583,35422,12042,9818,11673,2029,1425,4020,194,360,66,98,18,7059,4855,5031,1038,201,6139,512
1622318400,81,164,71,0,1325,0,10,63,207,1073,144,737,227,33,395,0,119,98,61,608,43,142,1351,522,20,813,1308,1414,108,278,19,291,747,625,230,322,52261,16738,7076,2018,17,600,3438,374,687,21,4,2,8335,4158,1186,2567,244,499,1115
1622404800,2846,2078,1716,6,1450,48,34,2,205,162,242,26,38,9,109,28,32,29,26,265,68,40,1494,27,640,174,1619,877,124,778,60,1222,142,313,80,991,49232,19580,6156,8380,1056,2654,640,851,634,137,378,39,6387,2353,1375,3623,809,3001,7463
1622491200,1773,9,0,1,3305,169,88,0,93,209,909,566,230,190,22,274,188,53,454,172,95,2,3394,55,142,136,1145,1983,23,455,320,699,229,118,137,567,44374,14525,30327,8364,5132,200,13195,646,795,209,92,164,2658,6070,1515,7267,600,1918,2949
1622577600,271,31,16,611,2239,5,0,751,236,73,6,302,44,216,61,40,47,13,27,353,43,0,7,509,134,867,1660,764,41,89,100,45,91,50,305,295,49813,11236,3080,6139,4022,0,10105,667,456,4,50,184,4374,3100,2038,2050,430,2044,625
1622664000,915,73,1749,29,2027,5,1363,42,6,222,175,64,305,310,12,217,3,15,14,37,9,6,0,1018,212,110,749,834,47,292,432,820,131,84,125,399,34642,13288,10411,8068,3766,4901,5614,25,155,90,140,7,3003,871,178,83,200,777,4297
1622750400,1622,2,104,2,946,6,390,0,242,4,119,203,358,287,40,203,103,16,178,1,177,32,95,610,609,15,1943,2780,419,824,258,1044,323,147,254,217,51613,10132,24796,7199,2043,33,5163,276,175,3,15,3,4506,5743,2802,1836,5,1494,947
1622836800,845,150,11,81,2660,304,86,48,16,46,73,71,3,10,287,82,2,340,562,0,32,1,1488,1239,234,55,2864,466,61,691,221,1189,223,1252,2386,281,62400,12537,10489,5854,5382,2021,103,544,515,151,122,73,3857,1988,5650,2159,49,697,780
1622923200,121,37,59,105,1110,50,28,31,25,221,128,33,64,22,38,244,4,52,149,8,46,12,52,6,88,50,1858,1875,97,234,166,1895,292,70,269,359,48973,6136,20589,16026,2244,4,6314,187,101,53,110,93,4276,1334,2923,2515,316,806,2116
1623009600,7643,37,485,248,1531,268,2280,38,1,92,113,103,6,6,43,59,83,23,8,97,169,0,677,995,176,366,2685,1579,139,255,161,189,57,98,0,444,102940,12403,38508,10101,2140,730,2881,120,289,108,83,22,12514,11388,1239,5743,11886,651,3611
1623096000,164,300,10,2,2211,87,219,23,167,34,45,14,33,6,121,74,1,63,229,609,158,0,2062,1295,1263,536,2622,799,5,670,60,506,24,139,414,725,24985,4581,20355,6318,2526,0,127,441,476,30,19,16,11282,7125,2520,2122,331,4098,1599
1623182400,128,10,22,0,1838,342,49,12,1,33,117,25,17,5,57,26,0,2,4,181,57,36,406,0,100,21,3163,402,2,793,20,1017,88,66,116,483,166146,12361,80629,117237,5933,2767,3826,76,195,15,63,11,13391,8754,2710,1841,311,688,1172
1623268800,492,270,724,1185,1542,1770,1357,151,745,193,836,73,23,199,34,35,0,100,22,426,123,194,36,21,134,1150,1892,793,148,111,7,900,202,434,663,654,70987,39878,22694,40548,13467,5761,675,474,364,24,121,13,23533,30566,2724,4349,4348,233,12479
